budget,genres,original_language,revenue,runtime,vote_average,director
0,Drama Romance,fr,0,104.0,5.8,Alain Resnais
0,Drama History,fr,0,132.0,7.1,Costa-Gavras
12000000,History Action,zh,0,117.0,6.7,John Woo
0,Comedy Drama History,en,0,113.0,6.3,Neil Burger
14000000,Drama,en,46495,149.0,6.1,Kenneth Lonergan
108,Comedy Horror,en,0,90.0,4.0,Bo Zenga
14000000,Romance Drama,en,1755212,89.0,7.4,Rob Reiner
14000000,Drama Romance,en,178043761,134.0,7.5,Ang Lee
12000000,Comedy Drama Romance,en,0,97.0,6.9,Amy Heckerling
13500000,Drama Romance,en,29027914,107.0,6.9,Todd Haynes
14000000,Comedy,en,12314651,93.0,5.0,Steve Pink
13500000,Drama,en,7060876,124.0,6.8,Philip Kaufman
15000000,Comedy Crime,en,19422261,110.0,6.7,Martin McDonagh
0,Drama Mystery Thriller,en,0,105.0,6.0,Kasi Lemmons
18339750,Drama History War,de,92180910,156.0,7.7,Oliver Hirschbiegel
12806000,Drama,es,38535221,125.0,7.2,Alejandro Amen\u00e1bar
13300000,Thriller Science Fiction Drama,en,5380251,108.0,6.0,Jonathan Glazer
13000000,Comedy Drama War,en,123922370,121.0,7.1,Barry Levinson
13400000,Action Comedy Thriller,en,16700000,100.0,4.7,Shim Hyung-Rae
13000000,Documentary Music Family,en,98441954,105.0,4.8,Jon M. Chu
13000000,Drama Thriller,en,327803731,108.0,7.3,Darren Aronofsky
13000000,Drama Crime,en,47542841,200.0,8.3,Francis Ford Coppola
13000000,Drama Family Romance Music,en,91038276,112.0,6.3,Thomas Carter
7000000,Horror Thriller,en,72500000,99.0,5.8,Renny Harlin
16000000,Drama,en,77000000,117.0,6.7,Patricia Riggen
13000000,Comedy,en,73180723,83.0,5.2,Danny Leiner
13000000,Crime Action Adventure Drama Western,en,44726644,107.0,6.6,Christopher Cain
13000000,Comedy,en,54837234,102.0,7.1,Theodore Melfi
12500000,Comedy Romance,en,49002684,100.0,6.0,Steve Pink
16000000,Comedy Romance Drama,en,53478166,97.0,7.3,Gil Junger
13000000,Comedy Family,en,0,88.0,5.7,Ed Decter
0,Comedy,en,0,84.0,5.7,Gene Quintano
17000000,Horror Drama Thriller,en,119100758,86.0,6.2,Jaume Collet-Serra
13000000,Science Fiction Thriller,en,96060858,113.0,7.3,Eric Bress
0,Comedy Family,en,0,89.0,4.8,Chris Koch
13000000,Comedy Drama,en,0,117.0,7.1,Preston A. Whitmore II
12000000,Science Fiction Comedy Family,en,36450736,97.0,3.3,Bob Clark
13000000,Action Adventure Comedy Thriller,en,27007143,91.0,6.1,Kirk Wong
12000000,Comedy Drama Family,en,0,100.0,5.7,Bronwen Hughes
13000000,Drama Horror,en,35763605,84.0,5.8,John Lafia
13200000,Crime Thriller,en,53830415,83.0,5.6,Sam Miller
18000000,Science Fiction Horror Thriller,en,57096190,126.0,6.7,Frank Darabont
15000000,Drama Science Fiction,en,36869414,108.0,7.6,Alex Garland
13000000,Fantasy Drama Comedy,en,22863596,112.0,7.3,Spike Jonze
6000000,Comedy Romance,en,0,90.0,6.6,Mark Brown
13000000,Family Adventure Science Fiction,en,45300000,89.0,5.7,Dave Green
13000000,Drama Romance,en,16929123,99.0,6.6,John Stockwell
19000000,Action Adventure Drama War,en,68673228,141.0,7.2,Clint Eastwood
13000000,Adventure Comedy Drama Science Fiction,en,11130889,104.0,6.2,Michael Polish
13000000,Comedy Romance,en,8026971,84.0,5.5,Daisy von Scherler Mayer
6000000,Drama Thriller,en,35401758,117.0,8.1,Lenny Abrahamson
0,Comedy,en,0,82.0,6.5,Bob Saget
13000000,Comedy Crime Horror Thriller,en,7820688,95.0,6.4,John Waters
13000000,Comedy,en,27500000,94.0,5.7,Andrew Fleming
0,Drama Thriller,en,0,99.0,6.6,Craig Bolotin
13000000,Music Drama,en,16757163,106.0,5.5,Mark Christopher
0,Adventure Comedy Drama Romance,en,0,84.0,5.1,Blair Hayes
13000000,Comedy Crime Thriller,en,0,93.0,6.1,Jez Butterworth
13000000,Comedy,en,48065672,93.0,5.7,Jon Lucas
13000000,Drama Romance,fr,4857367,120.0,6.8,Isabel Coixet
0,Drama,en,0,112.0,5.9,Rod Lurie
13000000,Comedy Drama Romance,en,18000000,107.0,5.4,Paul Weitz
0,Romance Drama,en,0,112.0,6.7,Patrice Leconte
15000000,Drama Thriller Mystery,en,8459458,96.0,5.9,Atom Egoyan
13000000,Comedy Crime Drama,en,9789900,91.0,4.8,Paul Mazursky
13000000,Drama Action Comedy Crime,en,2636637,125.0,6.5,Sidney Lumet
13000000,Drama Romance,en,33400000,102.0,7.7,Stephen Chbosky
3000000,Action,en,1200000,87.0,4.5,Jon Hess
13000000,Drama,en,1151330,110.0,6.4,Douglas McGrath
0,Drama Romance Western,en,0,120.0,5.6,Michael Winterbottom
13000000,Thriller Horror,en,1784763,91.0,4.6,Mark Neveldine
14350531,Action Comedy Science Fiction,en,3964682,88.0,6.3,Joe Cornish
10000000,Drama Romance War,en,303877,127.0,5.8,Angelina Jolie
13000000,Crime Thriller,en,68572378,94.0,6.6,Brad Anderson
0,History Drama War Action,ko,0,110.0,5.8,John H. Lee
0,Family Action Adventure,en,33082548,90.0,5.3,John Stainton
13000000,Comedy Drama Romance,en,10652035,98.0,6.4,Glenn Ficarra
12000000,Adventure Drama,xx,55260558,100.0,7.1,Jean-Jacques Annaud
12500000,Drama Romance,en,23367586,120.0,6.7,Denzel Washington
0,Drama Romance,en,0,108.0,6.9,Michael Hoffman
12500000,Action Thriller Crime Romance,en,12281551,120.0,7.5,Tony Scott
3100000,Romance Science Fiction,en,0,111.0,5.9,Benedek Fliegauf
12500000,Crime Drama Mystery,en,10725228,100.0,7.5,James Foley
13000000,Crime Drama Thriller,en,0,109.0,6.0,Michael Winterbottom
0,Drama Fantasy Horror Thriller,en,0,118.0,6.0,Paul Schrader
12500000,Horror Mystery Thriller,en,27206120,101.0,5.4,Stewart Hendler
0,Adventure Drama Romance,en,0,101.0,8.4,John Cromwell
12000000,Comedy Romance Drama,en,11293663,106.0,7.1,Craig Gillespie
12500000,War Drama,en,20416563,94.0,7.7,Mark Herman
12800000,Drama Crime Music,en,40031879,140.0,7.6,Lars von Trier
0,Drama Romance,en,0,132.0,6.2,Gillian Armstrong
12500000,Crime Drama,en,1227324,99.0,7.3,Abel Ferrara
15000000,Comedy Drama Romance,en,5024782,90.0,5.8,Brian Koppelman
20000000,Action Comedy Thriller,en,31327899,105.0,6.3,Robert Rodriguez
12500000,Crime Comedy Drama,en,1083683,108.0,6.0,George Hickenlooper
12300000,Animation Adventure Family,en,84460846,69.0,7.0,Don Bluth
0,Action Adventure Drama History War,ko,15,140.0,7.4,Kang Je-gyu
12500000,Drama Family,en,3878993,118.0,6.3,William Dear
8000000,Drama Horror Thriller,en,441306145,122.0,7.5,William Friedkin
7000000,Horror Thriller Adventure,en,470654000,124.0,7.5,Steven Spielberg
11000000,Comedy Romance,en,235483004,95.0,6.4,Chris Weitz
12516654,Animation Comedy Drama Family,fr,8109160,78.0,7.6,St\u00e9phane Aubier
25000000,Action Adventure Comedy,en,79817939,94.0,5.6,Michael Ritchie
12000000,Comedy Romance,en,96070507,122.0,6.9,Tim Story
12000000,Comedy Drama,en,75781642,102.0,6.2,Tim Story
12000000,Action Adventure Science Fiction Thriller,en,96800000,113.0,7.3,Nicholas Meyer
15000000,Comedy Mystery,en,107217396,86.0,6.4,Tom Shadyac
12000000,Thriller Science Fiction,en,79567667,114.0,7.0,John Badham
12000000,Crime Drama Romance Thriller,en,68706993,113.0,7.0,Peter Weir
12000000,Action Thriller War,en,81272766,110.0,6.3,Mike McCoy
12000000,Music Drama Romance Crime,en,114194847,104.0,6.7,Anne Fletcher
12000000,Animation Comedy,en,0,81.0,6.5,Mike Judge
12000000,Comedy Crime Romance,en,39673162,154.0,7.3,Quentin Tarantino
12000000,Comedy Adventure,en,43493123,107.0,6.2,Jon Hurwitz
15000000,Science Fiction Drama Thriller,en,145000000,84.0,6.6,Josh Trank
12000000,Music Drama Romance,en,30400000,132.0,6.2,Barbra Streisand
5000000,Family Fantasy Science Fiction Adventure Comedy,en,42365581,116.0,6.6,Terry Gilliam
12000000,Action Adventure Comedy Drama Family,en,61141030,93.0,4.7,Tamra Davis
12000000,Comedy Crime,en,100000000,88.0,6.5,Nima Nourizadeh
12000000,Drama History War,en,89800000,172.0,7.3,Franklin J. Schaffner
12000000,Horror Thriller,en,52223306,96.0,6.6,Mark Romanek
12000000,Horror Science Fiction Thriller,en,40855419,89.0,5.5,John Erick Dowdle
12000000,Drama Horror Thriller,en,56309766,98.0,5.5,David Moreau
12000000,Comedy Family,en,31179516,97.0,4.7,Christopher Erskin
12000000,Comedy,en,31155435,93.0,6.3,Jesse Dylan
0,Comedy Family Fantasy Drama,en,27281507,85.0,7.2,Brian Henson
12000000,Drama Romance,en,56298474,123.0,7.3,Julie Taymor
12000000,Documentary Music,en,32726956,93.0,6.5,Dan Cutforth
12000000,Romance Drama,en,307166834,125.0,7.6,Josh Boone
12000000,Drama Crime,en,22921898,121.0,6.9,John Dahl
0,Drama Comedy,en,25434291,102.0,6.3,Chris Rock
12000000,Horror Science Fiction,en,54000000,102.0,5.4,John Frankenheimer
12000000,Horror Mystery Thriller,en,21133087,99.0,6.5,David Koepp
12000000,Drama,en,100129872,98.0,7.4,Stephen Frears
0,Comedy Drama,en,0,118.0,6.4,Mike Binder
0,Horror Drama Thriller Science Fiction,en,0,125.0,6.6,Franklin J. Schaffner
12000000,Fantasy Romance Family Comedy,en,23006849,104.0,5.8,Elizabeth Allen Rosenbaum
12000000,Drama Mystery Romance,en,85512300,109.0,6.1,Jake Schreier
0,Comedy,en,51,86.0,4.3,Cheryl Dunye
12000000,Drama Adventure,en,17654912,115.0,7.4,Alexander Payne
0,Horror Comedy Thriller,en,0,92.0,6.7,Ernest R. Dickerson
12000000,Comedy Family Fantasy Science Fiction,en,17292381,86.0,5.4,Tim Hill
12000000,Comedy Drama,en,22939027,94.0,5.6,Jason Reitman
12000000,Action Thriller Crime,en,42931041,88.0,6.6,Brian Taylor
0,Comedy Romance,en,13960203,93.0,5.3,Lionel C. Martin
12000000,Comedy Drama Romance,en,12902790,100.0,5.3,Richard LaGravenese
0,Comedy Drama Romance,en,21520719,100.0,6.1,Sanaa Hamri
0,Drama,en,0,113.0,6.1,Jonathan Demme
12000000,Romance Crime Drama,en,0,122.0,6.4,Bob Rafelson
0,Drama Romance,en,31466789,101.0,6.4,Peter Webber
14000000,Action Drama History War Adventure,de,85000000,149.0,7.9,Wolfgang Petersen
12000000,Comedy,en,0,93.0,4.6,Wallace Wolodarsky
0,Comedy Drama Science Fiction,en,87100449,123.0,7.8,Richard Curtis
0,Adventure Drama Action Romance,zh,92863945,119.0,7.1,Zhang Yimou
12000000,Drama Thriller,en,35485056,100.0,6.1,Nicholas Jarecki
12000000,Science Fiction Thriller,en,32248241,106.0,6.4,Dean Israelite
12000000,Drama History Music,en,0,109.0,6.9,Darnell Martin
0,Action Comedy,en,0,81.0,4.9,Scott Alexander
8000000,Action Thriller Science Fiction,en,6739141,95.0,5.7,Stuart Gordon
12000000,Comedy Drama,en,5542025,86.0,5.9,Christopher Guest
0,Drama Comedy,en,0,113.0,6.0,Woody Allen
12000000,Drama Comedy,en,6754898,116.0,5.8,Ryan Murphy
12000000,Comedy Romance,en,4922166,90.0,3.0,Robert Iscove
12000000,Comedy,en,4939939,108.0,5.7,Spike Lee
12000000,Mystery Thriller,en,23,119.0,4.6,Jane Campion
12000000,Drama Romance,en,3148182,110.0,6.6,James Gray
0,Comedy Drama,en,0,109.0,6.0,Fred Schepisi
11000000,Horror Drama Science Fiction,ko,88489643,119.0,6.7,Bong Joon-ho
0,Adventure Crime Thriller,en,0,100.0,6.8,Roger Spottiswoode
12000000,Comedy Horror Thriller Western,en,0,100.0,6.9,Antonia Bird
12000000,Comedy Drama,en,0,97.0,6.5,Jon Poll
12400000,Comedy Drama,it,8371085,142.0,7.3,Paolo Sorrentino
0,Comedy Drama,en,0,104.0,6.4,Peter Care
12000000,Drama Horror Thriller,en,12077441,99.0,6.5,Park Chan-wook
12000000,Fantasy Drama Science Fiction Romance,zh,19271312,129.0,6.9,Wong Kar-wai
12000000,Crime Drama Romance,en,0,90.0,6.1,Ira Sachs
12000000,Adventure Drama Family,en,0,100.0,6.9,Carroll Ballard
12000000,Drama Romance,en,1644755,111.0,6.5,Neil Jordan
12000000,Crime Drama Thriller,ja,15250000,114.0,6.8,Takeshi Kitano
1200000,Comedy,en,0,86.0,6.2,Anthony Russo
0,Comedy Drama,en,0,107.0,6.1,Sidney Lumet
8000000,Thriller Drama Mystery,en,0,90.0,6.1,Vadim Perelman
0,Drama Romance,en,0,103.0,5.3,Lawrence Kasdan
12000000,Drama Thriller,en,0,120.0,6.8,Marco Kreuzpaintner
0,War Drama,hu,0,140.0,6.5,Lajos Koltai
12000000,Comedy,en,0,110.0,5.2,Alan Rudolph
0,Comedy Drama Thriller,zh,0,95.0,4.8,Zhang Yimou
7500000,Thriller Science Fiction Mystery,en,0,95.0,6.7,Vincenzo Natali
12000000,Drama History War,zh,10652498,132.0,7.6,Lu Chuan
19000000,Animation Family Action Adventure Comedy,zh,2570000,89.0,3.0,Lijun Sun
12000000,Science Fiction,ja,11212294,131.0,6.3,Takashi Yamazaki
20000000,War Drama,en,17479,113.0,5.8,Renny Harlin
12000000,Horror,en,0,99.0,6.9,Christopher Smith
1200000,Drama,en,0,111.0,4.3,Timothy Hines
12000000,Drama,en,101332962,99.0,6.0,Randall Wallace
10000000,Thriller Crime,en,83557872,103.0,7.7,Guy Ritchie
0,Drama Romance,cs,0,89.0,4.3,David Winters
11500000,Drama Horror,en,57469467,103.0,6.4,Mary Lambert
0,Drama,ja,0,134.0,7.5,Akira Kurosawa
11500000,Drama,en,0,101.0,5.5,Jamie Thraves
0,Drama History Romance,zh,0,130.0,6.3,Mabel Cheung
11000000,Fantasy Horror Comedy,en,153083102,106.0,6.9,Joe Dante
11000000,Adventure Action Science Fiction,en,775398007,121.0,8.1,George Lucas
11500000,Comedy,en,94073028,102.0,5.7,Dan Mazer
11000000,Drama Romance War,en,111858363,197.0,7.4,David Lean
0,Adventure Crime Drama Thriller,pt,0,112.0,7.1,Stephen Daldry
0,Comedy Drama Family Music Romance,en,0,116.0,6.2,Kenny Ortega
25000000,Drama,en,93617009,116.0,7.2,David O. Russell
11000000,Action Comedy Documentary,en,72778712,95.0,6.4,Jeff Tremaine
11000000,Comedy Drama,en,64088552,120.0,7.3,Jonathan Lynn
11000000,Drama,en,78874843,106.0,7.3,R.J. Cutler
12000000,Action Comedy Crime,en,0,96.0,3.9,Brian Trenchard-Smith
11000000,Comedy,en,49797148,107.0,6.6,David S. Ward
0,Comedy Family Science Fiction,en,0,101.0,5.6,Barnaby Thompson
13000000,Thriller Drama,en,97837138,81.0,6.7,Joel Schumacher
11000000,Drama Romance,en,41227069,101.0,7.5,Adam Shankman
11000000,Drama,en,39363635,122.0,7.3,Tim Robbins
10500000,Drama Romance Thriller,en,75902208,97.0,6.6,Roger Kumble
11000000,Horror Mystery,en,68233629,90.0,6.0,Kevin Greutert
11000000,Comedy,en,31672907,92.0,6.5,Mel Brooks
11000000,Adventure,en,38105395,114.0,7.4,Gina Prince-Bythewood
11000000,Action Comedy Crime,en,23978402,86.0,4.1,Rob Pritts
12000000,Drama Horror Thriller Crime,en,37170057,91.0,5.9,Brian De Palma
11,Drama Action,en,11,145.0,6.4,Norman Jewison
12000000,Science Fiction,en,4884663,100.0,5.5,Tobe Hooper
11000000,Drama Romance,en,62076141,111.0,7.2,John Crowley
11000000,Drama Romance War,en,20000000,184.0,7.7,Stanley Kubrick
24000000,Comedy,en,14782676,89.0,5.8,Brendan Malloy
24000000,Comedy,en,13700000,84.0,5.7,Reginald Hudlin
11000000,Drama Comedy Romance,en,59520298,98.0,6.3,Dustin Hoffman
11000000,Comedy Romance,en,23430766,95.0,4.9,Gregory Poirier
11000000,Drama Thriller Crime,en,13110448,100.0,7.0,Bill Paxton
11000000,Drama,en,61619773,120.0,7.3,Simon Curtis
0,Drama,en,0,118.0,6.6,Bill Condon
11000000,Fantasy Horror Comedy,en,0,81.0,7.3,Sam Raimi
14000000,Comedy Romance,en,6413915,86.0,5.4,Dewey Nicks
11000000,Romance Drama,en,30000000,118.0,7.5,Lasse Hallstr\u00f6m
10000000,Drama History,en,4069090,125.0,8.2,Philip Saville
11000000,Crime Drama,en,0,125.0,6.8,Mike Leigh
0,Comedy Romance,en,0,91.0,5.1,Daisy von Scherler Mayer
11000000,Comedy Drama Romance,en,2832826,113.0,6.6,Mira Nair
11000000,Drama Music,en,32935319,105.0,7.2,Joel Coen
0,Drama Romance Thriller,en,16017403,95.0,5.8,Tim Blake Nelson
11000000,Drama Adventure Romance,en,2807854,98.0,5.1,William A. Graham
11000000,Drama History,en,2200000,124.0,5.9,Martin Ritt
0,Comedy Music Romance,en,2945242,105.0,6.0,John Turturro
11000000,Drama,en,0,104.0,6.2,Agnieszka Holland
0,Drama Thriller Crime,en,0,111.0,5.6,Rowan Joffe
10800000,Horror Thriller Crime,en,113857533,92.0,5.9,David Hackl
0,Drama Action Thriller Crime Foreign,it,0,116.0,7.3,Giuliano Montaldo
11000000,Drama Comedy Romance,en,0,97.0,5.9,Lisa Azuelos
0,Crime Drama Mystery Thriller,en,0,123.0,5.7,Ray Lawrence
7400000,Drama Romance,hi,17000000,193.0,6.1,Karan Johar
14000000,Drama Comedy Romance,en,18535191,97.0,6.3,Oliver Parker
0,Science Fiction Thriller Horror,en,0,98.0,5.2,Ruairi Robinson
0,Horror,en,0,102.0,5.6,Jaume Balaguer\u00f3
10500000,Science Fiction Mystery Adventure,en,68700000,149.0,7.9,Stanley Kubrick
10500000,Science Fiction Adventure Family Fantasy,en,792910554,115.0,7.3,Steven Spielberg
10000000,Romance Comedy Drama,en,17500000,97.0,5.8,Jon Kasdan
0,Adventure Drama Family,en,0,97.0,6.8,L\u00e9a Pool
10500000,Drama Comedy,en,123509,99.0,8.5,Floyd Mutrux
0,Drama Comedy Romance Foreign,hi,0,135.0,5.2,Sajid Khan
11000000,Drama Action History Western Romance,en,0,110.0,5.0,Christopher Cain
12000000,History Drama,en,9622846,145.0,6.4,Dean Wright
11000000,Comedy Drama Music,fr,0,105.0,7.0,Eric Lartigau
10000000,Drama,en,225933435,126.0,7.9,Gus Van Sant
11000000,Drama Thriller,en,0,106.0,5.3,Shintaro Shimosawa
10000000,Horror Thriller Crime,en,163876815,108.0,6.1,Darren Lynn Bousman
10000000,Action Comedy,en,85300000,106.0,6.5,Ivan Reitman
28000000,Comedy,en,90449929,98.0,5.8,Peyton Reed
10000000,Action Horror Thriller,en,118587880,105.0,6.1,James DeMonaco
10000000,Comedy Romance,en,103166989,95.0,5.7,Robert Iscove
10000000,Horror Thriller Crime,en,139352633,93.0,5.9,Darren Lynn Bousman
10000000,Drama Horror Thriller,en,91196419,101.0,5.6,Geoffrey Sax
6000000,Drama Comedy Romance,en,57231524,110.0,6.0,Tyler Perry
13800000,Drama,en,52293982,119.0,6.7,Martin Scorsese
10000000,Action Drama History War,en,50100000,178.0,7.2,Bernhard Wicki
10000000,Comedy Family,en,50752337,101.0,6.4,Stephen Herek
10000000,Horror Mystery Thriller,en,183474602,92.0,5.8,Takashi Shimizu
12000000,Comedy,en,41205099,92.0,6.5,Dennis Dugan
10000000,Horror Thriller,en,59217789,90.0,6.1,Victor Salva
10000000,Adventure Comedy Science Fiction,en,40485039,90.0,6.7,Stephen Herek
10000000,Drama Family Music,en,37402877,153.0,7.0,Carol Reed
10000000,Drama Comedy,en,136836156,124.0,6.9,John Madden
10000000,Science Fiction Animation Comedy Family,en,44460850,83.0,6.6,Chuck Sheetz
12305523,Action Adventure Science Fiction,en,36230219,107.0,5.9,George Miller
10000000,Action Adventure Thriller,en,57500000,90.0,6.4,Mark L. Lester
10000000,Horror Mystery Thriller,en,64188367,97.0,5.8,William Brent Bell
10000000,Horror Mystery Thriller,en,33583175,80.0,5.8,John Erick Dowdle
20000000,Comedy,en,33526835,85.0,6.0,Marcus Raboy
10000000,Drama Horror Thriller,en,104303851,97.0,6.2,Leigh Whannell
10000000,Action Adventure Comedy,en,25754284,108.0,6.4,Michael Schultz
10000000,Horror Thriller Science Fiction,en,32101000,108.0,5.4,Brett Leonard
9000000,Comedy Music Romance,en,32973937,89.0,6.4,Peter Sollett
10000000,Fantasy Comedy Adventure,en,30652890,130.0,6.8,Kevin Smith
10000000,Comedy Drama,en,0,98.0,5.5,Bob Dolman
10000000,Drama Fantasy Horror Science Fiction Thriller,en,29450919,101.0,6.2,Steven Spielberg
15000000,Action Thriller,en,30050028,114.0,6.3,Rowdy Herrington
10000000,Action Comedy Crime,en,29392418,100.0,6.0,Keenen Ivory Wayans
8500000,Drama Thriller,en,34411240,84.0,5.0,John Polson
12000000,Comedy Romance,en,38368909,103.0,5.3,Greg Coolidge
10000000,Comedy Drama Romance,en,25605015,100.0,6.1,Deborah Kaplan
10000000,Crime Drama,en,33697647,91.0,6.9,Francis Ford Coppola
65000000,Adventure Family Fantasy,en,143695338,102.0,6.2,David Lowery
10000000,Horror Science Fiction Thriller,en,20766616,103.0,6.9,David Cronenberg
10000000,Horror,en,52882018,97.0,5.4,Ciaran Foy
14000000,Drama Music,en,24637469,116.0,5.8,Salim Akil
0,Horror Thriller,en,0,96.0,5.0,Jamie Blanks
10000000,Mystery Science Fiction Thriller,en,42333295,98.0,5.8,Olatunde Osunsanmi
10000000,Drama Comedy Music,en,0,105.0,6.4,Robert Altman
0,Drama Action Thriller,en,0,123.0,5.2,Leon Ichaso
0,Action Thriller,en,0,107.0,5.3,Joseph Zito
0,Comedy Drama Family,en,0,112.0,6.1,Malcolm D. Lee
9000000,Comedy Drama,en,17096053,93.0,7.5,Wes Anderson
10000000,Science Fiction,en,66821036,100.0,4.7,Colin Strause
10000000,Drama Comedy,en,85978266,122.0,6.3,John Madden
0,Comedy Drama Family,en,0,101.0,6.4,Patricia Rozema
0,Comedy Drama Family Romance,en,0,100.0,5.5,Mark Rosman
10000000,Drama Romance,en,16153593,129.0,6.3,Spike Lee
0,Action Comedy,en,0,81.0,6.1,Steve Oedekerk
11000000,Action Horror,en,48572000,96.0,6.6,Ron Underwood
12600000,Horror Thriller,en,28650575,84.0,6.0,Rob Schmidt
10000000,Western History,en,15795189,99.0,6.6,Walter Hill
25000000,Action Crime Mystery Thriller,en,15156200,110.0,6.0,James Foley
10000000,Drama,en,21587700,130.0,7.0,Jeff Nichols
10000000,Action Adventure Comedy Crime,en,20342161,84.0,5.6,Ben Garant
10000000,Documentary Music,en,0,92.0,8.0,Morgan Spurlock
10000000,Comedy,en,0,90.0,5.4,Neal Brennan
0,Animation Family,en,0,76.0,5.6,Tuck Tucker
6400000,Drama,en,35057696,99.0,6.6,Simon Curtis
10000000,Action Comedy Crime Drama Thriller,en,17297244,96.0,6.2,Richard Shepard
10000000,Comedy Drama Romance,en,0,104.0,8.1,Theodore Witcher
5000000,Thriller Mystery,en,58978653,108.0,6.7,Joel Edgerton
0,Adventure Drama,en,0,108.0,6.1,Jim Hanon
10000000,Comedy Romance,en,0,87.0,5.5,Tommy O'Haver
10000000,Comedy Crime,en,12827813,89.0,7.4,Mike Judge
10000000,Comedy,en,10571408,98.0,6.4,Michael Patrick Jann
10000000,Drama,en,28883511,105.0,6.8,Tim Burton
30000000,Comedy Crime Thriller,en,9898412,100.0,6.2,Peter Berg
0,Comedy Family,en,0,89.0,5.3,Joe Nussbaum
10000000,Crime Mystery Horror Thriller,en,8801940,114.0,6.4,Brian De Palma
10000000,Action Adventure Comedy,en,6110000,90.0,5.1,Jorma Taccone
0,Crime Drama Thriller,en,0,97.0,6.8,Stephen Frears
6000000,Comedy,en,32438988,90.0,4.4,Griffin Dunne
10000000,Comedy,en,0,95.0,5.3,Jeff Lowell
10000000,Comedy Drama Romance Science Fiction,en,9636289,101.0,6.3,Lorene Scafaria
0,Comedy,en,6861102,87.0,5.9,Miguel Arteta
20000000,Drama,en,23875127,119.0,8.2,Tony Kaye
0,Horror Thriller,en,6842058,94.0,5.9,Marcus Dunstan
10000000,Animation Drama Family Music,en,0,74.0,5.5,Timothy Bjorklund
18000000,Drama Thriller Mystery Music Romance,en,9495408,131.0,7.3,Fran\u00e7ois Girard
